Uruguay,Bolivia,8,0,|Oscar Miguez   14' |Ernesto Vidal   18' |Juan Schiaffino   23' |Oscar Miguez   40' |Oscar Miguez   51' |Juan Schiaffino   54' |Julio Perez   83' |Alcides Ghiggia   87' ,,http://thesoccerworldcups.com/games/1950_uruguay_bolivia.php
Sweden,Brazil,2,5,|Nils Liedholm   4' | | | | |Agne Simonsson   80' | ,9'   Vava32'   Vava55'   Pelé68'   Zagallo90'   Pelé,http://thesoccerworldcups.com/games/1958_sweden_brazil.php
Brazil,Argentina,0,1,| ,80'  Claudio Caniggia,http://thesoccerworldcups.com/games/1990_brazil_argentina.php
England,Tunisia,2,0,|Alan Shearer   42' |Paul Scholes   89' ,,http://thesoccerworldcups.com/games/1998_england_tunisia.php
Italy,Brazil,3,2,|Paolo Rossi   5' | |Paolo Rossi   25' | |Paolo Rossi   74' ,12'   Socrates68'   Falcao,http://thesoccerworldcups.com/games/1982_italy_brazil.php
Yugoslavia,West Germany,0,2,| | ,39'  Paul Breitner82'  Gerd Mueller,http://thesoccerworldcups.com/games/1974_yugoslavia_west_germany.php
Germany,South Korea,1,0,|Michael Ballack   75' ,,http://thesoccerworldcups.com/games/2002_germany_south_korea.php
,,,,,,http://thesoccerworldcups.com/games/1966_portugal_hungary.php
Portugal,Morocco,1,3,| | | | Diamantino   79' ,19'  Abdelrazzak Khairi27'  Abdelrazzak Khairi62'  Abdelkarim Krimau,http://thesoccerworldcups.com/games/1986_portugal_morocco.php
USA,Belgium,3,0,|Bart Mcghee   23' |Tom Florie   45' |Bert Patenaude   69' ,,http://thesoccerworldcups.com/games/1930_usa_belgium.php
Germany,Costa Rica,4,2,|Philipp Lahm   6' | |Miroslav Klose   17' |Miroslav Klose   61' | |Torsten Frings   87' ,12'  Paulo Wanchope73'  Paulo Wanchope,http://thesoccerworldcups.com/games/2006_germany_costa_rica.php
Soviet Union,Colombia,4,4,|Valentin Ivanov   8' |Igor Chislenko   10' |Valentin Ivanov   11' | |Viktor Ponedelnik   56' | | | ,21'  German Aceros68'  Marcos Coll72'  Antonio Rada76'  Marino Klinger,http://thesoccerworldcups.com/games/1962_soviet_union_colombia.php
,,,,,,http://thesoccerworldcups.com/games/1938_italy_hungary.php
Ivory Coast,Serbia and Montenegro,3,2,| | |Aruna Dindane  (penalty)  37' |Aruna Dindane   67' |Bonaventure Kalou  (penalty)  86' ,10'  Nikola Zigic20'  Sasa Ilic,http://thesoccerworldcups.com/games/2006_ivory_coast_serbia_and_montenegro.php
Argentina,Nigeria,1,0,|Gabriel Batistuta   63' ,,http://thesoccerworldcups.com/games/2002_argentina_nigeria.php
,,,,,,http://thesoccerworldcups.com/games/2010_switzerland_honduras.php
France,Scotland,2,1,|Raymond Kopa   22' |Just Fontaine   44' | ,66'  Sammy Baird,http://thesoccerworldcups.com/games/1958_france_scotland.php
Brazil,Belgium,2,0,| Rivaldo   67' | Ronaldo   87' ,,http://thesoccerworldcups.com/games/2002_brazil_belgium.php
West Germany,Czechoslovakia,1,0,|Lothar Matthaeus  (penalty)  25' ,,http://thesoccerworldcups.com/games/1990_west_germany_czechoslovakia.php
Argentina,England,2,2,|Gabriel Batistuta  (penalty)  6' | | |Javier Zanetti   45'+1' | Sergio Berti 
						,10'  Alan Shearer  (penalty)16'  Michael Owen,http://thesoccerworldcups.com/games/1998_argentina_england.php
